id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
5772,Clay,"Van Alstyne",R,R,180,71,1927-08-20,1928-05-07,1900,5,24,Stuyvesant,NY,USA
5773,Bill,Hohman,R,R,178,72,1927-08-24,1927-09-30,1903,11,27,Brooklyn,MD,USA
5774,Johnny,Gill,L,R,190,74,1927-08-28,1936-09-27,1905,3,27,Nashville,TN,USA
5775,Guy,Morrison,R,R,185,71,1927-08-31,1928-04-27,1895,8,29,Hinton,WV,USA
5776,Carl,Reynolds,R,R,194,72,1927-09-01,1939-10-01,1903,2,1,LaRue,TX,USA
5777,Ernie,Orsatti,L,L,154,67,1927-09-04,1935-09-28,1902,9,8,"Los Angeles",CA,USA
5778,Fred,Frankhouse,R,R,175,71,1927-09-07,1939-09-25,1904,4,9,"Port Royal",PA,USA
5779,Vern,Underhill,R,R,185,74,1927-09-08,1928-09-27,1904,9,6,Yowell,TX,USA
5780,Buddy,Dear,R,R,143,68,1927-09-09,1927-09-11,1905,12,1,Norfolk,VA,USA
5781,Jim,Battle,R,R,170,73,1927-09-09,1927-10-02,1901,3,26,Bailey,TX,USA
5782,Wes,Ferrell,R,R,195,74,1927-09-09,1941-05-06,1908,2,2,Greensboro,NC,USA
5783,Bill,Walker,R,L,175,72,1927-09-13,1936-09-14,1903,10,7,"East St. Louis",IL,USA
5784,Homer,Peel,R,R,170,69,1927-09-13,1934-06-25,1902,10,10,"Fort Sullivan",TX,USA
5785,Joe,Klinger,R,R,190,72,1927-09-13,1930-05-13,1902,8,2,Canonsburg,PA,USA
5786,Carl,Lind,R,R,160,72,1927-09-14,1930-06-28,1903,9,19,"New Orleans",LA,USA
5787,Jim,Wright,R,R,195,74,1927-09-14,1928-05-04,1900,9,19,Hyde,"Greater Manchester","United Kingdom"
5788,Pete,Appleton,R,R,180,71,1927-09-14,1945-09-20,1904,5,20,Terryville,CT,USA
5789,Buck,Jordan,L,R,170,72,1927-09-15,1938-10-02,1907,1,16,Cooleemee,NC,USA
5790,Jim,Faulkner,B,L,190,75,1927-09-15,1930-04-23,1899,7,27,Beatrice,NE,USA
5791,Frank,Bennett,R,R,163,70,1927-09-17,1928-04-11,1904,10,27,"Mardela Springs",MD,USA
5792,Frank,Bushey,R,R,180,72,1927-09-17,1930-09-27,1906,8,1,Wheaton,KS,USA
5793,Art,Johnson,B,L,167,73,1927-09-18,1927-09-18,1897,2,15,Warren,PA,USA
5794,Babe,Ganzel,R,R,172,70,1927-09-19,1928-05-10,1901,5,22,Malden,MA,USA
5795,Bill,Deitrick,R,R,160,70,1927-09-19,1928-09-27,1902,4,30,"Hanover County",VA,USA
5796,Grant,Gillis,R,R,165,70,1927-09-19,1929-06-25,1901,1,24,"Grove Hill",AL,USA
5797,Joe,Mellana,R,R,180,70,1927-09-21,1927-10-01,1905,3,11,Oakland,CA,USA
5798,Charlie,Bates,R,R,165,70,1927-09-22,1927-10-02,1907,9,17,Philadelphia,PA,USA
5799,Hal,McKain,L,R,185,71,1927-09-22,1932-05-30,1906,7,10,Logan,IA,USA
5800,Red,Peery,L,L,160,71,1927-09-22,1929-09-27,1906,8,15,Payson,UT,USA
5801,Red,Kress,R,R,165,71,1927-09-24,1946-07-17,1905,1,2,Columbia,CA,USA
5802,Russ,Miller,R,R,165,71,1927-09-24,1928-09-27,1900,3,25,Etna,OH,USA
5803,Rusty,Saunders,R,R,205,74,1927-09-24,1927-10-02,1906,3,12,Trenton,NJ,USA
5804,Paul,Hopkins,R,R,175,72,1927-09-29,1929-07-12,1904,9,25,Chester,CT,USA
5805,Red,Barnes,L,R,158,70,1927-09-29,1930-09-20,1903,12,25,Suggsville,AL,USA
5806,Guy,Sturdy,L,L,180,72,1927-09-30,1928-08-21,1899,8,7,Sherman,TX,USA
5807,Augie,Walsh,R,R,175,72,1927-10-02,1928-09-27,1904,8,17,Wilmington,DE,USA
5808,Dick,Bartell,R,R,160,69,1927-10-02,1946-05-24,1907,11,22,Chicago,IL,USA
5809,Frank,Stewart,R,R,180,73,1927-10-02,1927-10-02,1906,9,8,Minneapolis,MN,USA
5810,Ralph,Judd,L,R,170,70,1927-10-02,1930-05-07,1901,12,7,Perrysburg,OH,USA
5811,Rufus,Smith,R,L,165,68,1927-10-02,1927-10-02,1905,1,24,"Guilford College",NC,USA
5812,Doug,Taitt,L,R,176,72,1928-04-10,1932-05-04,1902,8,3,"Bay City",MI,USA
5813,Bill,Cissell,R,R,170,71,1928-04-11,1938-09-25,1904,1,3,Perryville,MO,USA
5814,Bill,Shores,R,R,185,72,1928-04-11,1936-09-20,1904,5,26,Abilene,TX,USA
5815,Buck,Redfern,R,R,165,71,1928-04-11,1929-10-06,1902,4,7,Asheville,NC,USA
5816,Del,Bissonette,L,L,180,71,1928-04-11,1933-06-04,1899,9,6,Winthrop,ME,USA
5817,Ed,Morgan,R,R,180,72,1928-04-11,1934-09-30,1904,5,22,Cairo,IL,USA
5818,Glenn,Spencer,R,R,155,71,1928-04-11,1933-09-24,1905,9,11,Corning,NY,USA
5819,Les,Bartholomew,R,L,195,71,1928-04-11,1932-08-28,1903,4,4,Madison,WI,USA
5820,Otis,Brannan,L,R,160,69,1928-04-11,1929-10-05,1899,3,13,Greenbrier,AR,USA
5821,Paul,Easterling,R,R,180,71,1928-04-11,1938-05-11,1905,9,28,Reidsville,GA,USA
5822,Pinky,Whitney,R,R,165,70,1928-04-11,1939-09-05,1905,1,2,"San Antonio",TX,USA
5823,George,Cox,R,R,170,73,1928-04-12,1928-09-29,1904,11,15,Sherman,TX,USA
5824,Pat,Malone,L,R,200,72,1928-04-12,1937-09-28,1902,9,25,Altoona,PA,USA
5825,Al,Shealy,R,R,175,71,1928-04-13,1930-09-03,1900,5,24,Chapin,SC,USA
5826,Al,Spohrer,R,R,175,70,1928-04-13,1935-09-29,1902,12,3,Philadelphia,PA,USA
5827,Bill,Sweeney,R,R,180,71,1928-04-13,1931-09-27,1904,12,29,Cleveland,OH,USA
5828,Chick,Fullis,R,R,170,69,1928-04-13,1936-09-26,1901,2,27,Girardville,PA,USA
5829,Fred,Bennett,R,R,185,69,1928-04-13,1931-07-28,1902,3,15,Atkins,AR,USA
5830,Grady,Adkins,R,R,175,71,1928-04-13,1929-10-05,1897,6,29,Jacksonville,AR,USA
5831,Merle,Settlemire,L,L,156,69,1928-04-13,1928-09-29,1903,1,19,"Santa Fe",OH,USA
5832,Ollie,Sax,R,R,164,68,1928-04-13,1928-09-30,1904,11,5,Branford,CT,USA
5833,Ossie,Orwoll,L,L,174,72,1928-04-13,1929-08-21,1900,11,17,Portland,OR,USA
5834,Tiny,Chaplin,R,R,195,73,1928-04-13,1936-09-27,1905,7,13,"Los Angeles",CA,USA
5835,Erv,Brame,L,R,190,74,1928-04-14,1932-09-23,1901,10,12,"Big Rock",TN,USA
5836,Ed,Brandt,L,L,190,73,1928-04-15,1938-09-29,1905,2,17,Spokane,WA,USA
5837,Cliff,Garrison,R,R,180,72,1928-04-16,1928-07-02,1906,8,13,Belmont,OK,USA
5838,Ed,Strelecki,R,R,180,71,1928-04-16,1931-09-20,1905,4,10,Newark,NJ,USA
5839,Pepper,Martin,R,R,170,68,1928-04-16,1944-10-01,1904,2,29,Temple,OK,USA
5840,Walt,Lerian,R,R,170,71,1928-04-16,1929-10-05,1903,2,10,Baltimore,MD,USA
5841,Johnny,Mann,R,R,160,71,1928-04-18,1928-05-23,1898,2,4,Fontanet,IN,USA
5842,Pat,Simmons,R,R,172,71,1928-04-18,1929-10-06,1908,11,29,Watervliet,NY,USA
5843,Roy,Wilson,L,L,175,72,1928-04-18,1928-04-18,1896,9,13,Foster,IA,USA
5844,John,Goodell,R,L,165,70,1928-04-19,1928-04-27,1907,4,5,Muskogee,OK,USA
5845,Paul,Hinson,R,R,150,70,1928-04-19,1928-05-30,1904,5,9,Vanleer,TN,USA
5846,Rollie,Hemsley,R,R,170,70,1928-04-19,1947-04-17,1907,6,24,Syracuse,OH,USA
5847,Walt,Tauscher,R,R,186,73,1928-04-19,1931-05-05,1901,11,22,LaSalle,IL,USA
5848,June,Greene,L,R,185,74,1928-04-20,1929-07-06,1899,6,25,Ramseur,NC,USA
5849,Ray,Jacobs,R,R,160,72,1928-04-20,1928-05-02,1902,1,2,"Salt Lake City",UT,USA
5850,Archie,Campbell,R,R,180,72,1928-04-21,1930-07-24,1903,10,20,Maplewood,NJ,USA
5851,Charlie,Sullivan,L,R,185,73,1928-04-21,1931-09-22,1903,5,23,"Yadkin Valley",NC,USA
5852,Vic,Sorrell,R,R,180,70,1928-04-22,1937-06-03,1901,4,9,Morrisville,NC,USA
5853,Mel,Harder,R,R,195,73,1928-04-24,1947-09-07,1909,10,15,Beemer,NE,USA
5854,Al,Williamson,R,R,160,71,1928-04-27,1928-04-27,1900,2,20,Buckville,AR,USA
5855,Gus,Mancuso,R,R,185,70,1928-04-30,1945-09-11,1905,12,5,Galveston,TX,USA
5856,Virgil,Davis,R,R,197,73,1928-04-30,1945-09-05,1904,12,20,Birmingham,AL,USA
5857,Pelham,Ballenger,R,R,160,71,1928-05-07,1928-05-12,1894,2,6,"Gilreath Mill",SC,USA
5858,Don,Hurst,L,L,215,72,1928-05-13,1934-09-20,1905,8,12,Maysville,KY,USA
5859,Ed,Montague,R,R,165,70,1928-05-14,1932-09-25,1905,7,24,"San Francisco",CA,USA
5860,Ed,Holley,R,R,195,73,1928-05-24,1934-08-08,1899,7,23,Benton,KY,USA
5861,Art,Daney,R,R,165,71,1928-05-25,1928-05-25,1904,7,9,Talihina,OK,USA
5862,Joe,Hassler,R,R,165,72,1928-05-26,1930-09-16,1905,4,7,"Fort Smith",AR,USA
5863,Earl,Williams,R,R,185,72,1928-05-27,1928-06-02,1903,1,27,"Cumberland Gap",TN,USA
5864,Eddie,Kenna,R,R,150,67,1928-06-02,1928-09-05,1897,9,30,"San Francisco",CA,USA
5865,Larry,Bettencourt,R,R,195,71,1928-06-02,1932-09-17,1905,9,22,Newark,CA,USA
5866,George,Earnshaw,R,R,210,76,1928-06-03,1936-09-26,1900,2,15,"New York",NY,USA
5867,Harvey,MacDonald,L,L,170,71,1928-06-12,1928-07-19,1898,5,18,"New York",NY,USA
5868,Freddie,Moncewicz,R,R,175,68,1928-06-19,1928-07-02,1903,9,1,Brockton,MA,USA
5869,Ed,Crowley,R,R,180,73,1928-06-21,1928-06-23,1906,8,6,Watkinsville,GA,USA
5870,Bruce,Caldwell,R,R,195,72,1928-06-30,1932-06-06,1906,2,8,Ashton,RI,USA
5871,Ed,Lennon,R,R,170,71,1928-06-30,1928-08-02,1897,8,17,Philadelphia,PA,USA
5872,John,Shea,L,L,171,70,1928-06-30,1928-06-30,1904,12,27,Everett,MA,USA
5873,Joe,Stripp,R,R,175,71,1928-07-02,1938-10-02,1903,2,3,Harrison,NJ,USA
5874,Bill,Cronin,R,R,167,69,1928-07-04,1931-09-21,1902,12,26,"West Newton",MA,USA
5875,Ed,Walsh,R,R,180,73,1928-07-04,1932-09-25,1905,2,11,Meriden,CT,USA
5876,Ray,Foley,L,R,173,71,1928-07-04,1928-09-10,1906,6,23,Naugatuck,CT,USA
5877,Rudy,Leopold,L,L,160,72,1928-07-04,1928-07-25,1905,7,27,"Grand Cane",LA,USA
5878,Howie,Williamson,L,L,170,72,1928-07-07,1928-09-03,1904,12,23,"Little Rock",AR,USA
5879,Harley,Boss,L,L,185,71,1928-07-19,1933-09-24,1908,11,19,Hodge,LA,USA
5880,Steve,Slayton,R,R,163,72,1928-07-21,1928-07-28,1902,4,26,Barre,VT,USA
5881,Carl,Sumner,L,L,170,68,1928-07-25,1928-08-21,1908,9,28,Cambridge,MA,USA
5882,Marty,Griffin,R,R,200,74,1928-07-25,1928-09-07,1901,9,2,"San Francisco",CA,USA
5883,Carl,Hubbell,R,L,170,72,1928-07-26,1943-08-24,1903,6,22,Carthage,MO,USA
5884,Chuck,Klein,L,R,185,72,1928-07-30,1944-06-11,1904,10,7,Indianapolis,IN,USA
5885,Luther,Harvel,R,R,180,71,1928-07-31,1928-09-25,1905,9,30,Cambria,IL,USA
5886,George,Blackerby,R,R,176,73,1928-08-10,1928-09-29,1903,11,18,Luther,OK,USA
5887,John,Milligan,R,L,172,70,1928-08-11,1934-06-23,1904,1,22,Schuylerville,NY,USA
5888,Karl,Swanson,L,R,155,70,1928-08-12,1929-05-05,1900,12,17,"North Henderson",IL,USA
5889,Bill,Dickey,L,R,185,73,1928-08-15,1946-09-08,1907,6,6,Bastrop,LA,USA
5890,John,"O'Connell",R,R,170,72,1928-08-16,1929-10-06,1904,6,13,Verona,PA,USA
5891,Wally,Gilbert,R,R,180,72,1928-08-18,1932-09-24,1900,12,19,Oscoda,MI,USA
5892,Art,Shires,L,R,195,73,1928-08-20,1932-07-31,1906,8,13,Italy,TX,USA
5893,Elmer,Tutwiler,R,R,158,71,1928-08-20,1928-09-27,1904,11,19,"Carbon Hill",AL,USA
5894,Red,Dorman,R,R,180,70,1928-08-21,1928-09-30,1900,10,3,Jacksonville,IL,USA
5895,Jim,Weaver,R,R,230,78,1928-08-27,1939-05-08,1903,11,25,"Obion County",TN,USA
5896,George,Loepp,R,R,170,71,1928-08-29,1930-07-24,1901,9,11,Detroit,MI,USA
5897,John,Stone,L,R,178,73,1928-08-31,1938-06-17,1905,10,10,Lynchburg,TN,USA
5898,Ray,Boggs,L,L,170,72,1928-09-01,1928-09-17,1904,12,12,Reamsville,KS,USA
5899,Clay,Touchstone,R,R,175,69,1928-09-04,1945-09-08,1903,1,24,"Moore Township",PA,USA
5900,Dan,Dugan,L,L,187,73,1928-09-05,1929-07-16,1907,2,22,Plainfield,NJ,USA
5901,Joe,Price,R,R,187,73,1928-09-05,1928-09-05,1897,4,10,"Milligan College",TN,USA
5902,Earl,Caldwell,R,R,178,73,1928-09-08,1948-09-15,1905,4,9,Sparks,TX,USA
5903,Al,"Van Camp",R,R,175,71,1928-09-11,1932-06-23,1903,9,7,Moline,IL,USA
5904,Charlie,Fitzberger,L,L,170,73,1928-09-11,1928-09-25,1904,2,13,Baltimore,MD,USA
5905,Si,Johnson,R,R,185,71,1928-09-11,1947-09-25,1906,10,5,Danway,IL,USA
5906,Johnny,Moore,L,R,175,70,1928-09-15,1945-09-26,1902,3,23,Waterville,CT,USA
5907,Casper,Asbjornson,R,R,196,73,1928-09-17,1932-08-31,1909,6,19,Concord,MA,USA
5908,Max,West,R,R,165,71,1928-09-18,1929-10-05,1904,7,14,Sunset,TX,USA
5909,Phil,Page,R,L,175,74,1928-09-18,1934-05-13,1905,8,23,Springfield,MA,USA
5910,Cecil,Bolton,L,L,195,76,1928-09-21,1928-09-30,1904,2,13,Booneville,MS,USA
5911,Harlan,Pyle,R,R,180,74,1928-09-21,1928-09-22,1905,11,29,Burchard,NE,USA
5912,Ike,Danning,R,R,160,70,1928-09-21,1928-09-30,1905,1,20,"Los Angeles",CA,USA
5913,Jim,Moore,R,R,165,72,1928-09-21,1932-04-23,1903,12,14,Prescott,AR,USA
5914,Jonah,Goldman,R,R,170,67,1928-09-22,1931-06-29,1906,8,29,"New York",NY,USA
5915,Les,Barnhart,R,R,180,72,1928-09-22,1930-09-27,1905,2,23,Hoxie,KS,USA
5916,Al,Lopez,R,R,165,71,1928-09-27,1947-09-16,1908,8,20,Tampa,FL,USA
5917,Art,Reinholz,R,R,175,70,1928-09-27,1928-09-29,1903,1,27,Detroit,MI,USA
5918,Bill,Windle,L,L,170,71,1928-09-27,1929-09-27,1904,12,13,Galena,KS,USA
5919,Clint,Brown,L,R,190,73,1928-09-27,1942-06-07,1903,7,8,Blackash,PA,USA
5920,Cobe,Jones,B,R,155,67,1928-09-27,1929-06-15,1905,8,21,Denver,CO,USA
5921,Al,Bool,R,R,180,71,1928-09-29,1931-09-27,1897,8,24,Lincoln,NE,USA
5922,Bob,Weiland,L,L,215,76,1928-09-30,1940-04-26,1905,12,14,Chicago,IL,USA
5923,Marty,Walker,L,L,170,72,1928-09-30,1928-09-30,1899,3,27,Philadelphia,PA,USA
5924,Charlie,Gelbert,R,R,170,71,1929-04-16,1940-09-28,1906,1,26,Scranton,PA,USA
5925,Dale,Alexander,R,R,210,75,1929-04-16,1933-09-23,1903,4,26,Greeneville,TN,USA
5926,Dick,Porter,L,R,170,70,1929-04-16,1934-09-30,1901,12,30,"Princess Anne",MD,USA
5927,Earl,Averill,L,R,172,69,1929-04-16,1941-04-25,1902,5,21,Snohomish,WA,USA
5928,Johnny,Watwood,L,L,186,73,1929-04-16,1939-05-29,1905,8,17,"Alexander City",AL,USA
5929,Nolen,Richardson,R,R,170,73,1929-04-16,1939-04-17,1903,1,18,Chattanooga,TN,USA
5930,Ray,Gardner,R,R,145,68,1929-04-16,1930-09-27,1901,10,25,Frederick,MD,USA
5931,Ad,Liska,R,R,160,71,1929-04-17,1933-09-24,1906,7,10,Dwight,NE,USA
5932,Steve,Swetonic,R,R,185,71,1929-04-17,1935-05-19,1903,8,13,"Mount Pleasant",PA,USA
5933,Bill,Narleski,R,R,160,69,1929-04-18,1930-06-26,1900,3,9,"Perth Amboy",NJ,USA
5934,Charlie,Gooch,R,R,170,69,1929-04-18,1929-10-06,1902,6,5,Smyrna,TN,USA
5935,Clise,Dudley,L,R,195,73,1929-04-18,1933-09-15,1903,8,8,Graham,NC,USA
5936,Elliot,Bigelow,L,L,185,71,1929-04-18,1929-10-06,1897,10,13,"Tarpon Springs",FL,USA
5937,Estel,Crabtree,L,R,168,72,1929-04-18,1944-10-01,1903,8,19,Crabtree,OH,USA
5938,Evar,Swanson,R,R,170,69,1929-04-18,1934-09-30,1902,10,15,DeKalb,IL,USA
5939,Frank,Barnes,L,L,195,74,1929-04-18,1930-09-26,1900,1,9,Dallas,TX,USA
5940,Jimmy,Pattison,L,L,185,72,1929-04-18,1929-05-13,1908,12,18,Bronx,NY,USA
5941,Johnny,Frederick,L,L,165,71,1929-04-18,1934-09-25,1902,1,26,Denver,CO,USA
5942,Larry,French,R,L,195,73,1929-04-18,1942-09-26,1907,11,1,Visalia,CA,USA
5943,Pat,Crawford,L,R,170,71,1929-04-18,1934-09-27,1902,1,28,"Society Hill",SC,USA
5944,Roy,Johnson,L,R,175,69,1929-04-18,1938-04-27,1903,2,23,Pryor,OK,USA
5945,Russ,Scarritt,L,R,165,70,1929-04-18,1932-05-25,1903,1,14,Pensacola,FL,USA
5946,Augie,Prudhomme,R,R,186,74,1929-04-19,1929-10-06,1902,11,20,Frierson,LA,USA
5947,Dutch,Kemner,R,R,175,70,1929-04-19,1929-06-08,1899,3,4,Quincy,IL,USA
5948,Ed,Durham,L,R,170,71,1929-04-19,1933-09-30,1907,8,17,Chester,SC,USA
5949,Hal,Elliott,R,R,170,73,1929-04-19,1932-08-09,1899,5,29,"Mount Clemens",MI,USA
5950,Joe,"O'Rourke",L,R,145,67,1929-04-19,1929-06-05,1904,10,28,Philadelphia,PA,USA
5951,Rick,Ferrell,R,R,160,70,1929-04-19,1947-09-14,1905,10,12,Durham,NC,USA
5952,Terry,Lyons,R,R,165,72,1929-04-19,1929-04-19,1908,12,14,"New Holland",OH,USA
5953,Billy,Rhiel,R,R,175,71,1929-04-20,1933-07-09,1900,8,16,Youngstown,OH,USA
5954,Chad,Kimsey,L,R,200,74,1929-04-21,1936-07-29,1906,8,6,Copperhill,TN,USA
5955,Herb,Cobb,R,R,150,71,1929-04-21,1929-04-21,1904,8,6,Pinetops,NC,USA
5956,Len,Dondero,R,R,178,71,1929-04-21,1929-08-11,1903,9,12,Newark,CA,USA
5957,Oscar,Estrada,L,L,160,68,1929-04-21,1929-04-21,1902,2,15,"La Habana","La Habana",Cuba
5958,Clarence,Hoffman,R,R,175,72,1929-04-23,1929-10-06,1904,1,28,Freeburg,IL,USA
5959,Earl,Grace,L,R,175,72,1929-04-23,1937-10-03,1907,2,24,Barlow,KY,USA
5960,George,Susce,R,R,200,71,1929-04-23,1944-10-01,1907,8,13,Pittsburgh,PA,USA
5961,Tom,Angley,L,R,190,68,1929-04-23,1929-04-30,1904,10,2,Baltimore,MD,USA
5962,Bernie,James,B,R,150,69,1929-04-24,1933-10-01,1905,9,2,Angleton,TX,USA
5963,Trader,Horne,B,R,155,69,1929-04-24,1929-07-11,1898,4,12,Bachman,OH,USA
5964,Arndt,Jorgens,R,R,160,69,1929-04-26,1939-08-02,1905,5,18,Modum,,Norway
5965,Bob,Linton,L,R,185,72,1929-04-26,1929-09-11,1902,4,18,Emerson,AR,USA
5966,Liz,Funk,L,L,160,68,1929-04-26,1933-05-20,1904,10,28,"La Cygne",KS,USA
5967,Clarence,Blair,L,R,180,73,1929-04-28,1931-09-27,1900,7,13,Enterprise,OK,USA
5968,Eddie,Delker,R,R,170,70,1929-04-28,1933-06-20,1906,4,17,"Palo Alto",PA,USA
5969,Gordon,Rhodes,R,R,187,72,1929-04-29,1936-09-07,1907,8,11,"Salt Lake City",UT,USA
5970,Ed,Carroll,R,R,185,75,1929-05-01,1929-10-05,1907,7,27,Baltimore,MD,USA
5971,Jim,Stroner,R,R,175,70,1929-05-01,1929-05-31,1901,5,29,Chicago,IL,USA
5972,Bruce,Cunningham,R,R,165,70,1929-05-07,1932-08-05,1905,9,29,"San Francisco",CA,USA
5973,Lou,Legett,R,R,166,70,1929-05-08,1935-05-04,1901,6,1,"New Orleans",LA,USA
5974,Joe,Bradshaw,R,R,200,74,1929-05-09,1929-05-13,1897,8,17,"Ro Ellen",TN,USA
5975,Lyn,Lary,R,R,165,72,1929-05-11,1940-08-07,1906,1,28,Armona,CA,USA
5976,Roy,Sherid,R,R,185,74,1929-05-11,1931-06-21,1907,1,25,Norristown,PA,USA
5977,Samuel,Byrd,R,R,175,70,1929-05-11,1936-09-27,1907,10,15,Bremen,GA,USA
5978,Jim,Holloway,R,R,165,73,1929-05-17,1929-07-17,1908,9,22,Plaquemine,LA,USA
5979,Marv,Gudat,L,L,162,71,1929-05-21,1932-09-25,1903,8,27,Goliad,TX,USA
5980,Carey,Selph,R,R,175,69,1929-05-25,1932-09-18,1901,12,5,Donaldson,AR,USA
5981,Ed,Roetz,R,R,160,70,1929-05-26,1929-10-06,1905,8,6,Philadelphia,PA,USA
5982,Cy,Moore,R,R,178,73,1929-06-07,1934-09-24,1905,2,7,Elberton,GA,USA
5983,Red,Barron,R,R,185,71,1929-06-10,1929-07-07,1900,6,21,Clarkesville,GA,USA
5984,Yats,Wuestling,R,R,167,71,1929-06-15,1930-09-28,1903,10,18,"St. Louis",MO,USA
5985,Jack,Ryan,R,R,185,72,1929-06-18,1929-06-19,1905,5,5,"West Mineral",KS,USA
5986,Red,Badgro,L,R,190,72,1929-06-20,1930-09-18,1902,12,1,Orillia,WA,USA
5987,Elmer,Miller,L,L,189,71,1929-06-21,1929-08-22,1903,4,17,Detroit,MI,USA
5988,Al,Weston,R,R,195,72,1929-06-29,1929-07-08,1905,12,11,Lynn,MA,USA
5989,Bill,Breckinridge,R,R,175,71,1929-06-30,1929-09-21,1907,10,16,Tulsa,OK,USA
5990,Paul,McCullough,R,R,190,69,1929-07-02,1929-07-08,1898,7,28,"New Castle",PA,USA
5991,Jim,Cronin,B,R,150,70,1929-07-04,1929-09-20,1905,8,7,Richmond,CA,USA
5992,Sam,Dailey,L,R,168,71,1929-07-04,1929-10-05,1904,3,31,Oakford,IL,USA
5993,Ray,Dobens,L,L,175,68,1929-07-07,1929-09-25,1906,7,28,Nashua,NH,USA
5994,Stu,Clarke,R,R,160,68,1929-07-12,1930-05-08,1906,1,24,"San Francisco",CA,USA
5995,Bots,Nekola,L,L,175,71,1929-07-19,1933-04-30,1906,12,10,"New York",NY,USA
5996,Milt,Shoffner,L,L,184,73,1929-07-20,1940-09-22,1905,11,13,Sherman,TX,USA
5997,Harry,Smythe,L,L,179,70,1929-07-21,1934-06-26,1904,10,24,Augusta,GA,USA
5998,Mel,Ingram,R,R,175,71,1929-07-24,1929-08-28,1904,7,4,Asheville,NC,USA
5999,Don,Savidge,R,R,180,73,1929-08-06,1929-08-31,1908,8,28,Berwick,PA,USA
6000,Dan,Jessee,L,R,165,70,1929-08-14,1929-08-14,1901,2,22,"Olive Hill",KY,USA
6001,Jerry,Byrne,R,R,170,72,1929-08-31,1929-10-05,1907,2,2,Parnell,MI,USA
6002,Cloy,Mattox,L,R,168,68,1929-09-01,1929-09-21,1902,11,24,Leesville,VA,USA
6003,Bill,Dunlap,R,R,170,71,1929-09-02,1930-09-12,1909,5,1,Palmer,MA,USA
6004,Phil,Voyles,L,R,175,71,1929-09-04,1929-10-06,1900,5,12,Murphy,NC,USA
6005,Bill,Akers,R,R,178,71,1929-09-08,1932-07-27,1904,12,25,Chattanooga,TN,USA
6006,Jim,Mosolf,L,R,186,70,1929-09-09,1933-09-19,1905,8,21,Puyallup,WA,USA
6007,Al,Grabowski,L,L,175,71,1929-09-11,1930-09-19,1901,9,4,Syracuse,NY,USA
6008,Bobo,Newsom,R,R,200,75,1929-09-11,1953-09-17,1907,8,11,Hartsville,SC,USA
6009,Buzz,Boyle,L,L,170,71,1929-09-11,1935-09-29,1908,2,9,Cincinnati,OH,USA
6010,Ralph,Erickson,L,L,175,73,1929-09-11,1930-05-31,1902,6,25,"Du Bois",ID,USA
6011,Art,Herring,R,R,168,67,1929-09-12,1947-06-15,1906,3,10,Altus,OK,USA
6012,Bud,Morse,L,R,150,69,1929-09-14,1929-09-29,1904,9,4,Berkeley,CA,USA
6013,Ed,Wineapple,L,L,210,72,1929-09-15,1929-09-15,1905,8,10,Boston,MA,USA
6014,Whit,Wyatt,R,R,185,73,1929-09-16,1945-07-18,1907,9,27,Kensington,GA,USA
6015,Benny,Frey,R,R,165,70,1929-09-18,1936-09-22,1906,4,6,Dexter,MI,USA
6016,Doc,Cramer,L,R,185,74,1929-09-18,1948-05-12,1905,7,22,"Beach Haven",NJ,USA
6017,Elon,Hogsett,L,L,190,72,1929-09-18,1944-06-03,1903,11,2,Brownell,KS,USA
6018,Tripp,Sigman,L,R,180,72,1929-09-18,1930-08-28,1899,1,17,Mooresville,NC,USA
6019,Henry,Peploski,L,R,155,69,1929-09-19,1929-10-06,1905,9,15,Garlin,,Poland
6020,Rudy,Miller,R,R,180,73,1929-09-19,1929-09-20,1900,7,12,Kalamazoo,MI,USA
6021,Ed,Connolly,R,R,180,68,1929-09-20,1932-09-25,1908,7,17,Brooklyn,NY,USA
6022,Eric,McNair,R,R,160,68,1929-09-20,1942-09-19,1909,4,12,Meridian,MS,USA
6023,Joe,Cicero,R,R,167,68,1929-09-20,1945-05-30,1910,11,18,"Atlantic City",NJ,USA
6024,Doc,Marshall,R,R,150,71,1929-09-28,1932-09-03,1906,6,4,"New Albany",MS,USA
6025,Jim,Tennant,R,R,190,73,1929-09-28,1929-09-28,1907,3,3,Shepherdstown,WV,USA
6026,Ray,Lucas,R,R,175,74,1929-09-28,1934-06-06,1908,10,2,Springfield,OH,USA
6027,Roy,Parmelee,R,R,190,73,1929-09-28,1939-06-10,1907,4,25,Lambertville,MI,USA
6028,Ben,Sankey,R,R,155,70,1929-10-05,1931-09-27,1907,9,2,Nauvoo,AL,USA
6029,Leon,Chagnon,R,R,182,72,1929-10-05,1935-08-08,1902,9,28,Pittsfield,NH,USA
6030,Doc,Land,L,L,165,71,1929-10-06,1929-10-06,1903,5,14,Bennsville,MS,USA
6031,Fred,Stiely,L,L,170,68,1929-10-06,1931-06-13,1901,6,1,Pillow,PA,USA
6032,Sam,Leslie,L,L,192,72,1929-10-06,1938-09-27,1905,7,26,"Moss Point",MS,USA
6033,Tom,Oliver,R,R,168,72,1930-04-14,1933-09-23,1903,1,15,Montgomery,AL,USA
6034,Ben,Chapman,R,R,190,72,1930-04-15,1946-05-12,1908,12,25,Nashville,TN,USA
